Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
BHWDFLIY,journalArticle,1996,"Segalla, Giuseppe",Dieci anni di Teologia (Biblica) del Nuovo Testamento (1985-1995) tra la ricerca di un'unità teologico-biblica e la deriva verso una pluralità storico-religiosa,Teologia,,1120-267X,,,,1996,2025-07-21 15:50:56,2025-07-21 15:50:56,,67-127,,1,21,,,,,,,,,,No linguistic content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YTMTBS7Y,journalArticle,1998,"Segalla, Giuseppe",Ritualità cristologica ed esperienza spirituale nel Vangelo secondo Giovanni,Teologia,,1120-267X,,,,1998,2025-07-21 15:50:56,2025-07-21 15:50:56,,330-362,,3,23,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E947GFUG,journalArticle,1999,"Colombo, Paolo","La recezione del percorso storico della filosofia nell'enciclica ""Fides et ratio""",Teologia,,1120-267X,,,,1999,2025-07-21 15:50:56,2025-07-21 15:50:56,,304-319,,3,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3YLHHKHZ,journalArticle,1999,"Bonandi, Alberto",Modelli di teologia morale nel ventesimo secolo (1),Teologia,,1120-267X,,,,1999,2025-07-21 15:50:56,2025-07-21 15:50:56,,89-138,,1,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3QYP6XWD,journalArticle,2004,"Colombo, Giuseppe","""Ecclesia de Eucharistia"": La lettera enciclica di Giovanni Paolo II",Teologia,,1120-267X,,,,2004,2025-07-21 15:50:56,2025-07-21 15:50:56,,404-417,,4,29,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKLCDDR9,journalArticle,2005,"Bertuletti, Angelo",L' azione di Carlo Colombo per l'ortodossia nell'insegnamento dell'Università Cattolica,Teologia,,1120-267X,,,,2005,2025-07-21 15:50:56,2025-07-21 15:50:56,,187-199,,2,30,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7ED6GWQ,journalArticle,2000,"Ambrosio, Gianni",Dalle radici al terzo millennio: i pellegrinaggi in Terra santa della Chiesa ambrosiana e di Giovanni Paolo II,Teologia,,1120-267X,,,,2000,2025-07-21 15:50:56,2025-07-21 15:50:56,,99-114,,2,25,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKHE4LEM,journalArticle,2000,"Segalla, Giuseppe",La testimonianza dei libri del Nuovo Testamento all'unico kerygma/evangelo,Teologia,,1120-267X,,,,2000,2025-07-21 15:50:56,2025-07-21 15:50:56,,36-53,,1,25,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKAMF5GW,journalArticle,2001,"Borgonovo, Gianantonio",Scrittura e běrît in Es 19-40,Teologia,,1120-267X,,,,2001,2025-07-21 15:50:56,2025-07-21 15:50:56,,129-154,,2,26,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPRYR52A,journalArticle,2001,"Vignolo, Roberto","Maschera e sindrome regale: interpretazione ironico-psicanalitica di Qoh 1,12-2,26",Teologia,,1120-267X,,,,2001,2025-07-21 15:50:56,2025-07-21 15:50:56,,12-64,,1,26,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINGRKZX,journalArticle,2002,"Angelini, Giuseppe",Apologie postmoderne dell'amore: l'esempio di Girard e di Lévinas,Teologia,,1120-267X,,,,2002,2025-07-21 15:50:56,2025-07-21 15:50:56,,94-138,,2,27,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM24RQKJ,journalArticle,2005,"Vignolo, Roberto","La teologia biblica, al centro di un chiasma",Teologia,,1120-267X,,,,2005,2025-07-21 15:50:56,2025-07-21 15:50:56,,297-304,,3,30,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ZU6RWGB,journalArticle,2005,"Simonelli, Cristina","Conformati dalla grazia dello Spirito Santo (Gregorio di Nissa, ""In Cant"" VII)",Teologia,,1120-267X,,,,2005,2025-07-21 15:50:56,2025-07-21 15:50:56,,75-91,,1,30,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43NIAGG,journalArticle,2006,"Borgonovo, Gianantonio","Genesi e ricezione della costituzione conciliare ""Dei Verbum""",Teologia,,1120-267X,,,,2006,2025-07-21 15:50:56,2025-07-21 15:50:56,,146-172,,2,31,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGVSLPZ6,journalArticle,2007,"Bressan, Luca","La prospettiva dell'""engendrement"" come stimolo alla teologia pratica",Teologia,,1120-267X,,,,2007,2025-07-21 15:50:56,2025-07-21 15:50:56,,382-391,,3,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUPPLEEN,journalArticle,2008,"Zani, Angelo Vincenzo","L' adesione della Santa Sede al ""Processo di Bologna"" e le strutture accademiche ecclesiastiche",Teologia,,1120-267X,,,,2008,2025-07-21 15:50:56,2025-07-21 15:50:56,,210-231,,2,33,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93BJT6Y,journalArticle,2010,"Seveso, Bruno",Il Vangelo e il catechismo: Frequentazione della parola di Dio e pratica cristiana della parola,Teologia,,1120-267X,,,,2010,2025-07-21 15:50:56,2025-07-21 15:50:56,,87-113,,1,35,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853DRNSG,journalArticle,2007,"Brambilla, Franco Giulio","""Sacramentum caritatis""",Teologia,,1120-267X,,,,2007,2025-07-21 15:50:56,2025-07-21 15:50:56,,115-122,,2,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQEPYMGF,journalArticle,2008,"Maffeis, Angelo",Tra verità divina e critica storica: La trasformazione del concetto di canone biblico in epoca moderna,Teologia,,1120-267X,,,,2008,2025-07-21 15:50:56,2025-07-21 15:50:56,,357-393,,3,33,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGANSFXB,journalArticle,2008,"Vignolo, Roberto",La Parola e l'ospitale attestazione: Intorno ad un Seminario Biblico - in vista del XII Sinodo,Teologia,,1120-267X,,,,2008,2025-07-21 15:50:56,2025-07-21 15:50:56,,3-13,,1,33,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2WHBY4S,journalArticle,2011,"Lattuada, Antonio",Bene comune e ordine pubblico: una distinzione trascurata nella dottrina sociale della chiesa,Teologia,,1120-267X,,,,2011,2025-07-21 15:50:56,2025-07-21 15:50:56,,63-84,,1,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKAYYSRT,journalArticle,2011,"Sonnet, Jean-Pierre","Ehyeh asher ehyeh (Es 3,14): l'""identità narrativa"" di Dio fra suspense, curiosità, e sorpresa",Teologia,,1120-267X,,,,2011,2025-07-21 15:50:56,2025-07-21 15:50:56,,13-24,,1,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8H6NPEC,journalArticle,2018,"Gabellieri, Emmanuel","Un filosofo rilegge ""Fides et ratio""",Teologia,,1120-267X,,,,2018,2025-07-21 15:50:56,2025-07-21 15:50:56,,149-170,,2,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMUCANBR,journalArticle,2020,"Bancalari, Stefano",Fenomenologia della religione e problema di Dio,Teologia,,1120-267X,,,,2020,2025-07-21 15:50:56,2025-07-21 15:50:56,,293-306,,2,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICDEHIZK,journalArticle,2022,"Costa, Vincenzo",L' alterità nell’immanenza,Teologia,,1120-267X,,,,2022,2025-07-21 15:50:56,2025-07-21 15:50:56,,291-321,,2,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94T79QZE,journalArticle,1998,"Mazzocato, Giuseppe",I motivi dell'agire e la loro forza: Fenomenologia della volontà e psicologia,Teologia,,1120-267X,,,,1998,2025-07-21 15:50:56,2025-07-21 15:50:56,,43-65,,1,23,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22EIQWJX,journalArticle,2022,"Esposito, Costantino",Il nichilismo: negazione o catarsi?¹,Teologia,,1120-267X,,,,2022,2025-07-21 15:50:56,2025-07-21 15:50:56,,207-232,,2,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE8G7Z9G,journalArticle,1996,"Mazzocato, Giuseppe",Psicologia e pastorale: Urgenze pratiche e questioni teoriche,Teologia,,1120-267X,,,,1996,2025-07-21 15:50:56,2025-07-21 15:50:56,,177-214,,2,21,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS2WZ9YC,journalArticle,1997,"Sequeri, Pierangelo","Estetica della verità, etica del discorso: L'onestà intellettuale della teologia e la forma discorsiva dell'""affectus fidei"": attualità di Fénelon (1651-1715)",Teologia,,1120-267X,,,,1997,2025-07-21 15:50:56,2025-10-23 22:16:03,,48-80,,1,22,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8NH5I7C9,journalArticle,1999,"Angelini, Giuseppe","""Fides et ratio"": Il sapere della ragione e la sapienza",Teologia,,1120-267X,,,,1999,2025-07-21 15:50:55,2025-07-21 15:50:55,,273-288,,3,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULYYEJRW,journalArticle,1999,"Trabucco, Giovanni","Considerazioni a margine della recezione italiana della ""Fides et ratio""",Teologia,,1120-267X,,,,1999,2025-07-21 15:50:55,2025-07-21 15:50:55,,356-366,,3,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7P7BZ8IX,journalArticle,1999,"Margaritti, Antonio Mario",Fenomeno e fondamento,Teologia,,1120-267X,,,,1999,2025-07-21 15:50:55,2025-07-21 15:50:55,,334-355,,3,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFB5DNRL,journalArticle,1999,"Marabelli, Costante","Semantizzazione della ragione nell'enciclica ""Fides et ratio"" di Giovanni Paolo II",Teologia,,1120-267X,,,,1999,2025-07-21 15:50:55,2025-07-21 15:50:55,,320-333,,3,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2GQ8GKY,journalArticle,2000,"Seveso, Bruno",Intenti d'azione: Un profilo di vita di Chiesa nella seconda metà del '900,Teologia,,1120-267X,,,,2000,2025-07-21 15:50:55,2025-07-21 15:50:55,,115-151,,2,25,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YI9UXSK4,journalArticle,2007,"Bertuletti, Angelo",L' approccio stilistico e la teoria della fede,Teologia,,1120-267X,,,,2007,2025-07-21 15:50:55,2025-07-21 15:50:55,,304-309,,3,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDHYW4RM,journalArticle,2009,"Manzi, Franco",L' originale ermeneutica cristiana del sacerdozio in Eb 7,Teologia,,1120-267X,,,,2009,2025-07-21 15:50:55,2025-07-21 15:50:55,,33-55,,1,34,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCD4T7QR,journalArticle,2003,"Manzi, Franco","Lazzaro risvegliato dalla morte alla vita: l'attestazione giovannea di un segno ""per Gesù""",Teologia,,1120-267X,,,,2003,2025-07-21 15:50:55,2025-07-21 15:50:55,,158-182,,2,28,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV3RKVVE,journalArticle,2004,"Montanari, Antonio","""Iuxta propria principia"": Appunti per lo studio dell'ermeneutica biblica antica",Teologia,,1120-267X,,,,2004,2025-07-21 15:50:55,2025-07-21 15:50:55,,127-151,,2,29,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCIKKJKZ,journalArticle,2006,"Angelini, Giuseppe","""Deus caritas est"": Una preziosa sollecitazione al pensiero teologico",Teologia,,1120-267X,,,,2006,2025-07-21 15:50:55,2025-07-21 15:50:55,,3-10,,1,31,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96I89GKU,journalArticle,2007,"Seveso, Bruno",Vita cristiana e situazione umana,Teologia,,1120-267X,,,,2007,2025-07-21 15:50:55,2025-07-21 15:50:55,,370-381,,3,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHLZ9MA3,journalArticle,2007,"Angelini, Giuseppe","Fare teologia nella postmodernità, ma anche contro di essa",Teologia,,1120-267X,,,,2007,2025-07-21 15:50:55,2025-07-21 15:50:55,,352-369,,3,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWGKPREJ,journalArticle,2007,"Epis, Massimo",La possibilità universale della fede e il singolare cristiano,Teologia,,1120-267X,,,,2007,2025-07-21 15:50:55,2025-07-21 15:50:55,,339-351,,3,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPTYNQ66,journalArticle,2008,"Brambilla, Franco Giulio",Il piano di studi dei nuovi ISSR: Problemi e prospettive,Teologia,,1120-267X,,,,2008,2025-07-21 15:50:55,2025-07-21 15:50:55,,174-188,,2,33,,,,,,,,,,Italian,,,,,,,,,,,,,"Cozzi, Alberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURWBWI6,journalArticle,2009,"Romanello, Stefano",Dove si stanno dirigendo gli studi su Paolo?: Alcune considerazioni in occasione dell'anno paolino,Teologia,,1120-267X,,,,2009,2025-07-21 15:50:55,2025-07-21 15:50:55,,15-32,,1,34,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4SZYL7W,journalArticle,2018,"Cimarosti, Eugenio",La «metafisica della realtà» di Xavier Zubiri come contributo alla metaxologia,Teologia,,1120-267X,,,,2018,2025-07-21 15:50:55,2025-07-21 15:50:55,,525-538,,4,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUVBWJYU,journalArticle,2020,"Aime, Oreste",La filosofia e Dio (1919-2019),Teologia,,1120-267X,,,,2020,2025-07-21 15:50:55,2025-07-21 15:50:55,,195-230,,2,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3LCSKHB,journalArticle,1978,"Angelini, Giuseppe",Il conflitto tra verità e valore nella critica di Nietzsche alla morale,Teologia,,1120-267X,,,,1978,2025-07-21 15:50:55,2025-07-21 15:50:55,,256-291,,3,3,,,,,,,,,,Italian,,,,,,,,,https://drive.google.com/file/d/1PWhAQlGN-Xa46fGQ33ILEELiT5KrDWib/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4QACQP6U,journalArticle,1983,"Colombo, Carlo","La Chiesa ""nuovo popolo di Dio"" nella costituzione ""Lumen Gentium""",Teologia,,1120-267X,,,,1983,2025-07-21 15:50:55,2025-07-21 15:50:55,,137-143,,2,8,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2EK4R6G3,journalArticle,1987,"Sanna, Ignazio",La recezione di Karl Rahner in Italia,Teologia,,1120-267X,,,,1987,2025-07-21 15:50:55,2025-07-21 15:50:55,,46-96,,1,12,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQRY5LXX,journalArticle,1988,"Segalla, Giuseppe",Coerenza linguistica e unità letteraria della 2 Corinzi,Teologia,,1120-267X,,,,1988,2025-07-21 15:50:55,2025-07-21 15:50:55,,149-166,,2,13,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHWK5WE,journalArticle,2011,"Epis, Massimo",Teoria dell'esperienza e forma veritativa della fede,Teologia,,1120-267X,,,,2011,2025-07-21 15:50:55,2025-07-21 15:50:55,,93-108,,1,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2IX5LAC,journalArticle,2024,"Derrida, Jacques",Il divenire possibile dell'impossibile,Teologia,,1120-267X,,,,2024,2025-07-21 15:50:55,2025-07-21 15:50:55,,449-464,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,"Dooley, Mark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGSY252T,journalArticle,1996,"Colombo, Giuseppe",Tesi per la revisione dell'esercizio del ministero petrino,Teologia,,1120-267X,,,,1996,2025-07-21 15:50:55,2025-07-21 15:50:55,,322-339,,3,21,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8IUEPSWL,journalArticle,2002,"Epis, Massimo","Io, anima, persona nella fenomenologia di Edith Stein",Teologia,,1120-267X,,,,2002,2025-07-21 15:50:55,2025-07-21 15:50:55,,52-70,,1,27,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYS96Q2V,journalArticle,1990,"Rota Scalabrini, Patrizio","Recensione: Brevard S. Childs, Teologia dell'Antico Testamento in un contesto canonico, Edizioni Paoline, Cinisello Balsamo (Milano) 1989",Teologia,,1120-267X,,,,1990,2025-07-21 15:50:55,2025-07-21 15:50:55,,283-288,,3,15,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMBK29GU,journalArticle,1990,"Biffi, Inos",La solidarietà predestinata di tutti gli uomini in Cristo e la loro solidarietà in Adamo,Teologia,,1120-267X,,,,1990,2025-07-21 15:50:55,2025-07-21 15:50:55,,277-282,,3,15,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2BFL47M,journalArticle,1995,"Vergottini, Marco",Teologi Cattolici Europei a Congresso: Bilancio di un'esperienza,Teologia,,1120-267X,,,,1995,2025-07-21 15:50:55,2025-07-21 15:50:55,,305-314,,3,20,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIPNW6QP,journalArticle,1995,"Buzzi, Franco","""Religione"" e ""cristianesimo"" nel pensiero politico di Machiavelli: Un confronto con Savonarola",Teologia,,1120-267X,,,,1995,2025-07-21 15:50:55,2025-07-21 15:50:55,,331-358,,4,20,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XFATNPN,journalArticle,2004,"Segalla, Giuseppe",Gesù di Nazaret fondamento storico del racconto evangelico giovanneo,Teologia,,1120-267X,,,,2004,2025-07-21 15:50:55,2025-07-21 15:50:55,,14-42,,1,29,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY9DGVUQ,journalArticle,2004,"Epis, Massimo",Teologica sistematica e testo biblico,Teologia,,1120-267X,,,,2004,2025-07-21 15:50:55,2025-07-21 15:50:55,,285-293,,3,29,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZ8HFS5P,journalArticle,2005,"Bonato, Antonio","La conoscenza mistica nelle ""Omelie sul Cantico"" di Gregorio di Nissa",Teologia,,1120-267X,,,,2005,2025-07-21 15:50:54,2025-07-21 15:50:54,,49-74,,1,30,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSNV7Y2R,journalArticle,2006,"Maffeis, Angelo","La parola di Dio e la chiesa: Il significato ecumenico della costituzione ""Dei Verbum""",Teologia,,1120-267X,,,,2006,2025-07-21 15:50:54,2025-07-21 15:50:54,,173-213,,2,31,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZADPRSS,journalArticle,2007,"Rota, Giovanni",Dove va l'ecclesiologia in Italia?: Un bilancio dei manuali di ecclesiologia alla svolta del millennio,Teologia,,1120-267X,,,,2007,2025-07-21 15:50:54,2025-07-21 15:50:54,,71-91,,1,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D99MCGYJ,journalArticle,2008,"Marguerat, Daniel",La ricerca del Gesù storico tra storia e teologia: nessi e tensioni,Teologia,,1120-267X,,,,2008,2025-07-21 15:50:54,2025-07-21 15:50:54,,37-54,,1,33,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK3BHZN3,journalArticle,2008,"Doldi, Marco",La Comunione ai divorziati risposati: magistero e teologia morale,Teologia,,1120-267X,,,,2008,2025-07-21 15:50:54,2025-07-21 15:50:54,,232-247,,2,33,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99BYBYQ7,journalArticle,2008,,"Quattro schemi di trattazione del ""de matrimonio""",Teologia,,1120-267X,,,,2008,2025-07-21 15:50:54,2025-07-21 15:50:54,,402-429,,3,33,,,,,,,,,,Italian,,,,,,,,,,,,,"Ubbiali, Sergio; Bozzolo, Andrea; Paleari, Marco; Croce, Vittorio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38QU3LL3,journalArticle,2009,"Brambilla, Franco Giulio",Ricerca esegetica e comunità credente,Teologia,,1120-267X,,,,2009,2025-07-21 15:50:54,2025-07-21 15:50:54,,147-156,,2,34,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2HUB2S6,journalArticle,2006,"Epis, Massimo",La Parola e le Scritture,Teologia,,1120-267X,,,,2006,2025-07-21 15:50:54,2025-07-21 15:50:54,,214-221,,2,31,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V8BA63P4,journalArticle,2007,"Theobald, Christoph",Il cristianesimo come stile: Fare teologia nella postmodernità,Teologia,,1120-267X,,,,2007,2025-07-21 15:50:54,2025-07-21 15:50:54,,280-303,,3,32,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKPTGX6A,journalArticle,2008,"Brambilla, Franco Giulio",La riforma degli studi di teologia e i nuovi Istituti Superiori di Scienze Religiose,Teologia,,1120-267X,,,,2008,2025-07-21 15:50:54,2025-07-21 15:50:54,,167-173,,2,33,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVWUJ46A,journalArticle,2009,"Albarello, Duilio",Il soggetto responsabile: Fenomenologia della promessa e della co-rispondenza,Teologia,,1120-267X,,,,2009,2025-07-21 15:50:54,2025-07-21 15:50:54,,451-482,,3,34,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UW37PQKB,journalArticle,2009,"Trabucco, Giovanni",L' uomo e il libro: L'antropoteologia di Paul Beauchamp,Teologia,,1120-267X,,,,2009,2025-07-21 15:50:54,2025-07-21 15:50:54,,416-450,,3,34,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
